Team,Resource Type,Title,Description,Severity Label,Remediation Text,Remediation URL,Resource ID,AWS Account ID,Compliance Status,Record State
Demo team,AwsAccount,3.2 Ensure a log metric filter and alarm exist for Management Console sign-in without MFA,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for console logins that are not protected by multi-factor authentication (MFA).,INFORMATIONAL,"For directions on how to fix this issue, please consult the AWS Security Hub CIS documentation.",https://docs.aws.amazon.com/console/securityhub/standards-cis-3.2/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Demo team,AwsAccount,3.14 Ensure a log metric filter and alarm exist for VPC changes,"Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is possible to have more than 1 VPC within an account, in addition it is also possible to create a peer connection between 2 VPCs enabling network traffic to route between VPCs. It is recommended that a metric filter and alarm be established for changes made to VPCs.",INFORMATIONAL,"For directions on how to fix this issue, please consult the AWS Security Hub CIS documentation.",https://docs.aws.amazon.com/console/securityhub/standards-cis-3.14/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Demo team,AwsAccount,3.13 Ensure a log metric filter and alarm exist for route table changes,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. Routing tables are used to route network traffic between subnets and to network gateways. It is recommended that a metric filter and alarm be established for changes to route tables.,INFORMATIONAL,"For directions on how to fix this issue, please consult the AWS Security Hub CIS documentation.",https://docs.aws.amazon.com/console/securityhub/standards-cis-3.13/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Demo team,AwsAccount,3.12 Ensure a log metric filter and alarm exist for changes to network gateways,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. Network gateways are required to send/receive traffic to a destination outside of a VPC. It is recommended that a metric filter and alarm be established for changes to network gateways.,INFORMATIONAL,"For directions on how to fix this issue, please consult the AWS Security Hub CIS documentation.",https://docs.aws.amazon.com/console/securityhub/standards-cis-3.12/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Demo team,AwsAccount,3.11 Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL),Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. NACLs are used as a stateless packet filter to control ingress and egress traffic for subnets within a VPC. It is recommended that a metric filter and alarm be established for changes made to NACLs.,INFORMATIONAL,"For directions on how to fix this issue, please consult the AWS Security Hub CIS documentation.",https://docs.aws.amazon.com/console/securityhub/standards-cis-3.11/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Demo team,AwsAccount,3.10 Ensure a log metric filter and alarm exist for security group changes,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. Security Groups are a stateful packet filter that controls ingress and egress traffic within a VPC. It is recommended that a metric filter and alarm be established changes to Security Groups.,INFORMATIONAL,"For directions on how to fix this issue, please consult the AWS Security Hub CIS documentation.",https://docs.aws.amazon.com/console/securityhub/standards-cis-3.10/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Test group,AwsAccount,3.1 Ensure a log metric filter and alarm exist for unauthorized API calls,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for unauthorized API calls.,INFORMATIONAL,"For directions on how to fix this issue, please consult the AWS Security Hub CIS documentation.",https://docs.aws.amazon.com/console/securityhub/standards-cis-3.1/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Test group,AwsAccount,IAM.5 MFA should be enabled for all IAM users that have a console password,This AWS control checks whether AWS Multi-Factor Authentication (MFA) is enabled for all AWS Identity and Access Management (IAM) users that use a console password.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/IAM.5/remediation,AWS::::Account:111111111111,111111111111,WARNING,ACTIVE
Test group,AwsAccount,S3.1 S3 Block Public Access setting should be enabled,"This AWS control checks whether the following public access block settings are configured from account level: ignorePublicAcls: True, blockPublicPolicy: True, blockPublicAcls: True, restrictPublicBuckets: True.",MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.1/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.4 S3 buckets should have server-side encryption enabled,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.4/remediation,arn:aws:s3:::zzz-do-not-delete-1234abcd5678efg901234abcd5678efg901234ab,222222222222,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.6 S3 permissions granted to other AWS accounts in bucket policies should be restricted,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",HIGH,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.6/remediation,arn:aws:s3:::zzz-cost-and-usage-report,333333333333,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.5 S3 buckets should require requests to use Secure Socket Layer,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,arn:aws:s3:::my-templates-123456abcdefg1-us-east-1,333333333333,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.5 S3 buckets should require requests to use Secure Socket Layer,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,arn:aws:s3:::zzz-do-not-delete-1234abcd5678efg901234abcd5678efg901234ab,333333333333,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.5 S3 buckets should require requests to use Secure Socket Layer,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,arn:aws:s3:::111111111111-us-east-1,111111111111,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.5 S3 buckets should require requests to use Secure Socket Layer,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,arn:aws:s3:::zzz-do-not-delete-1234abcd5678efg901234abcd5678efg901234ab,222222222222,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.5 S3 buckets should require requests to use Secure Socket Layer,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,arn:aws:s3:::zzz-do-not-delete-1234abcd5678efg901234abcd5678efg901234ab,222222222222,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.5 S3 buckets should require requests to use Secure Socket Layer,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,arn:aws:s3:::zzz-cost-and-usage-report,222222222222,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.5 S3 buckets should require requests to use Secure Socket Layer,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,arn:aws:s3:::zzz-cloud-monthly-queries,222222222222,FAILED,ACTIVE
Test group,AwsS3Bucket,S3.5 S3 buckets should require requests to use Secure Socket Layer,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,arn:aws:s3:::results-zzz,222222222222,FAILED,ACTIVE
Sample squad,AwsSnsTopic,SNS.1 SNS topics should be encrypted at-rest using AWS KMS,This control checks whether an Amazon SNS topic is encrypted at rest using AWS KMS.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/SNS.1/remediation,arn:aws:sns:us-east-1:111111111111:dynamodb,111111111111,FAILED,ACTIVE
Sample squad,AwsSnsTopic,SNS.1 SNS topics should be encrypted at-rest using AWS KMS,This control checks whether an Amazon SNS topic is encrypted at rest using AWS KMS.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/SNS.1/remediation,arn:aws:sns:us-east-1:111111111111:Open-Security-Group-Rule-Remediation,111111111111,FAILED,ACTIVE
Sample squad,AwsSecretsManagerSecret,SecretsManager.1 Secrets Manager secrets should have automatic rotation enabled,This control checks whether a secret stored in AWS Secrets Manager is configured to rotate automatically.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/SecretsManager.1/remediation,arn:aws:secretsmanager:us-east-1:111111111111:secret:/zzz/dev/github-user,111111111111,FAILED,ACTIVE
Sample squad,AwsIamRole,KMS.2 IAM principals should not have IAM inline policies that allow decryption actions on all KMS keys,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.2/remediation,arn:aws:iam::111111111111:role/service-role,111111111111,FAILED,ACTIVE
Sample squad,AwsIamRole,KMS.2 IAM principals should not have IAM inline policies that allow decryption actions on all KMS keys,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.2/remediation,arn:aws:iam::111111111111:role/zzz-do-not-delete,111111111111,FAILED,ARCHIVED
Sample squad,AwsIamRole,KMS.2 IAM principals should not have IAM inline policies that allow decryption actions on all KMS keys,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.2/remediation,arn:aws:iam::111111111111:role/OrganizationAccountAccessRole,111111111111,FAILED,ARCHIVED
Sample squad,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-admin/admin-permissions,111111111111,FAILED,ARCHIVED
Sample squad,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-admin/developer-policy,111111111111,FAILED,ARCHIVED
Sample squad,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-cloud-admin/ct-cloudtamer-admin-permissions-boundary-policy,111111111111,FAILED,ARCHIVED
Sample squad,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-cloud-admin/ct-business-owner-ado-finance-permissions-boundary-policy,111111111111,FAILED,ARCHIVED
Sample squad,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-cloud-admin/ct-readonly-permissions-boundary-policy,111111111111,FAILED,ACTIVE
Sample squad,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-cloud-admin/ct-zzz-readonly-permissions-boundary-policy,111111111111,FAILED,ACTIVE
Sample squad,AwsElbv2LoadBalancer,ELB.6 Application Load Balancer deletion protection should be enabled,This control checks whether an Application Load Balancer has deletion protection enabled. The control fails if deletion protection is not configured.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/ELB.6/remediation,arn:aws:elasticloadbalancing:us-east-1:111111111111:loadbalancer/app/atlantis-zzz-dev/123456abcdefg1,111111111111,FAILED,ACTIVE
Sample squad,AwsElbv2LoadBalancer,ELB.4 Application load balancer should be configured to drop http headers,"This control evaluates AWS Application Load Balancers (ALB) to ensure they are configured to drop http headers. By default, ALBs are not configured to drop invalid http header values. This control evaluates all ALBs fails if the attribute value of routing.http.drop_invalid_header_fields.enabled is set to false.",MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/ELB.4/remediation,arn:aws:elasticloadbalancing:us-east-1:111111111111:loadbalancer/app/atlantis-zzz-dev/123456abcdefg1,111111111111,FAILED,ACTIVE
Sample squad,AwsDynamoDBTable,DynamoDB.2 DynamoDB tables should have point-in-time recovery enabled,This control checks whether point-in-time recovery (PITR) is enabled for a DynamoDB table.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/DynamoDB.2/remediation,arn:aws:dynamodb:us-east-1:111111111111:table/ToDoList,111111111111,FAILED,ACTIVE
Sample squad,AwsDynamoDBTable,DynamoDB.2 DynamoDB tables should have point-in-time recovery enabled,This control checks whether point-in-time recovery (PITR) is enabled for a DynamoDB table.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/DynamoDB.2/remediation,arn:aws:dynamodb:us-east-1:111111111111:table/terraform-state-lock,111111111111,FAILED,ACTIVE
Sample squad,AwsEc2Vpc,EC2.10 Amazon EC2 should be configured to use VPC endpoints,This control checks whether a service endpoint for Amazon EC2 is created for each VPC. The control fails if a VPC does not have a VPC endpoint created for the Amazon EC2 service.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/EC2.10/remediation,arn:aws:ec2:us-east-1:111111111111:vpc/vpc-123456abcdefg1234,111111111111,FAILED,ACTIVE
Example people,AwsAccount,IAM.6 Hardware MFA should be enabled for the root user,This AWS control checks whether your AWS account is enabled to use hardware multi-factor authentication (MFA) device to sign in with root credentials.,CRITICAL,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/IAM.6/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Example people,AwsAccount,"1.14 Ensure hardware MFA is enabled for the ""root"" account","The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled, when a user signs in to an AWS website, they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device. For Level 2, it is recommended that the root account be protected with a hardware MFA.",CRITICAL,"For directions on how to fix this issue, please consult the AWS Security Hub CIS documentation.",https://docs.aws.amazon.com/console/securityhub/standards-cis-1.14/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Example people,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-cloud-admin/ct-gss-admin-permissions-boundary-policy,111111111111,FAILED,ACTIVE
Example people,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-cloud-admin/ct-gss-poweruser-permissions-boundary-policy,111111111111,FAILED,ACTIVE
Example people,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-cloud-admin/ct-gss-readonly-permissions-boundary-policy,111111111111,FAILED,ACTIVE
Example people,AwsDynamoDBTable,DynamoDB.1 DynamoDB tables should automatically scale capacity with demand,This control checks whether a DynamoDB table can scale its read or write capacity as needed. This control passes if the table uses an on-demand capacity mode or if the table uses provisioned mode with automatic scaling configured.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/DynamoDB.1/remediation,arn:aws:dynamodb:us-east-1:111111111111:table/terraform-state-lock,111111111111,FAILED,ACTIVE
Example people,AwsDynamoDBTable,DynamoDB.1 DynamoDB tables should automatically scale capacity with demand,This control checks whether a DynamoDB table can scale its read or write capacity as needed. This control passes if the table uses an on-demand capacity mode or if the table uses provisioned mode with automatic scaling configured.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/DynamoDB.1/remediation,arn:aws:dynamodb:us-east-1:111111111111:table/ToDoList,111111111111,FAILED,ACTIVE
Example people,AwsAccount,EC2.7 EBS default encryption should be enabled,This control checks whether Amazon Elastic Block Store (EBS) encryption is enabled by default. The control fails if EBS default encryption is not enabled.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/EC2.7/remediation,AWS::::Account:111111111111,111111111111,FAILED,ACTIVE
Example people,AwsIamPolicy,KMS.1 IAM customer managed policies should not allow decryption actions on all KMS keys,Checks whether the default version of IAM customer managed policies allow principals to use the AWS Key Management Service (KMS) decryption actions on all resources. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys. The control evaluates both attached and unattached customer managed policies. It does not check inline policies or AWS managed policies.,MEDIUM,"For directions on how to fix this issue, please consult the AWS Security Hub Foundational Security Best Practices documentation.",https://docs.aws.amazon.com/console/securityhub/KMS.1/remediation,arn:aws:iam::111111111111:policy/zzz-cloud-admin/ct-ado-poweruser-permissions-boundary-policy,111111111111,FAILED,ACTIVE
